iter	Accuracy	CrossEntropy
0	0.8017558465	0.4974757539
1	0.8225232725	0.4113687897
2	0.8471202603	0.3583459325
3	0.8685991069	0.3172498511
4	0.8955876788	0.2627714653
5	0.9015060925	0.2510273384
6	0.9050480587	0.2412150353
7	0.9104064179	0.2319353452
8	0.9123741769	0.2237569932
9	0.9195035193	0.2038938492
10	0.9229243926	0.1941507768
11	0.9245742829	0.1905845654
12	0.926345266	0.1874453319
13	0.9287217135	0.1805806425
14	0.9346401271	0.1667192168
15	0.9362143344	0.1602806281
16	0.9375614925	0.1569428901
17	0.938121547	0.1554860975
18	0.9384091425	0.1550113425
19	0.9391356997	0.1530042844
20	0.9399682131	0.1501248078
21	0.9401801256	0.1487153449
22	0.9402406721	0.1484670765
23	0.9433436767	0.141537842
24	0.9444789223	0.1393736049
25	0.9467796867	0.1307808117
26	0.9476576099	0.1286635
27	0.9499886475	0.1239762723
28	0.9512147128	0.121398206
29	0.9512298494	0.1213728783
30	0.9517747673	0.1184749622
31	0.9537879361	0.1145694525
32	0.9543934004	0.1137251388
33	0.9542874442	0.1132173301
34	0.9557254219	0.1086355474
35	0.9571785363	0.1059122235
36	0.958192689	0.1049579961
37	0.9587830167	0.1036975458
38	0.9587830167	0.1036905032
39	0.9591008855	0.1009102113
40	0.9596458034	0.09955046079
41	0.9604783168	0.09843848335
42	0.9609626883	0.09721094519
43	0.9608718686	0.09668572286
44	0.9617800651	0.09516952093
45	0.9623855294	0.09395380405
46	0.9624309392	0.09281456917
47	0.9631423598	0.09185590725
48	0.9636721411	0.09074411977
49	0.9639294634	0.09034459207
50	0.9642624688	0.08964275712
51	0.9645652009	0.0893172895
52	0.9646711572	0.08889849755
53	0.964716567	0.08804741414
54	0.9652463483	0.08750427791
55	0.9653371679	0.08722159837
56	0.9660788617	0.08625111716
57	0.9664118671	0.08568360161
58	0.96653296	0.08522159303
59	0.9675925225	0.08399864648
60	0.9681677136	0.08161114041
61	0.9685915386	0.08073444168
62	0.9692121396	0.07992253574
63	0.9695905548	0.07944057978
64	0.969620828	0.07901745796
65	0.9698630137	0.07846652922
66	0.9698176039	0.07846536061
67	0.9698327405	0.07846457181
68	0.9698327405	0.07846455137
69	0.9698630137	0.07845029532
70	0.9702565655	0.07773878249
71	0.970468478	0.07721973087
72	0.9705441611	0.07708042321
73	0.9707863468	0.07670775786
74	0.9711042155	0.07485810362
75	0.9714977674	0.0742800695
76	0.9718156361	0.07364243276
77	0.9721486415	0.07293692727
78	0.9725270567	0.07222902359
79	0.9727541058	0.07174839311
80	0.9729357451	0.0714933353
81	0.9730719746	0.07123635121
82	0.9734201166	0.07030967048
83	0.9734049799	0.07003898946
84	0.9737985317	0.0692128335
85	0.9741618103	0.06804731005
86	0.974676455	0.06692477814
87	0.9747672747	0.06659890104
88	0.9749489139	0.06634917258
89	0.9750397336	0.06564333979
90	0.9754332854	0.06521902665
91	0.975524105	0.06496696718
92	0.975524105	0.0649666149
93	0.9756906077	0.06474853994
94	0.9759025202	0.06374181386
95	0.9759025202	0.06374178705
96	0.9759327935	0.06372246193
97	0.9764020283	0.06301502256
98	0.9766290774	0.06251177021
99	0.9768409899	0.0620807793
100	0.9769772194	0.06149025725
101	0.976992356	0.06147036568
102	0.9774010444	0.05991073174
103	0.9777794596	0.05950321637
104	0.9783092409	0.05852385077
105	0.9784000605	0.05834203377
106	0.9784757436	0.05820622217
107	0.9784151972	0.0575105916
108	0.9784908802	0.05722327277
109	0.9787784757	0.05688527787
110	0.9792628472	0.05638019048
111	0.9793233936	0.05621519708
112	0.9793385302	0.05505891397
113	0.9797018088	0.05447599152
114	0.9797623553	0.05436527098
115	0.9797623553	0.05434539305
116	0.980352683	0.05341601982
117	0.980504049	0.05302927593
118	0.9812457428	0.05203488208
119	0.981548475	0.05150409219
120	0.9818360705	0.05118565755
121	0.9819571634	0.05097488627
122	0.9824112616	0.05031262906
123	0.9823507152	0.05013532635
124	0.9825929009	0.04989803286
125	0.9831832286	0.04904682896
126	0.983168092	0.04904438521
127	0.9832740483	0.04880054828
128	0.9836373269	0.04834206706
129	0.9837584197	0.04807238452
130	0.9837735563	0.04788688071
131	0.9844092939	0.04609522747
132	0.9845152501	0.04519683921
133	0.9847574359	0.04500054617
134	0.9847574359	0.04483342394
135	0.985060168	0.04449112487
136	0.9850147582	0.04425424827
137	0.9851207144	0.04419823698
138	0.9850904412	0.0437992062
139	0.9851055778	0.04352208101
140	0.9851207144	0.04351565736
141	0.9854234466	0.04321138142
142	0.9855294029	0.04288179625
143	0.9857715886	0.04255530176
144	0.9858775448	0.04214107106
145	0.985832135	0.04179263656
146	0.9859532279	0.04156416977
147	0.9864375993	0.04130065029
148	0.9868008779	0.04052756286
149	0.9869825172	0.04033855992
150	0.9871036101	0.03999722131
151	0.9873457958	0.03949296877
152	0.9873912056	0.03936937051
153	0.9876031181	0.03894192041
154	0.9877090744	0.0385075488
155	0.988148036	0.03782136784
156	0.9882539923	0.03757343934
157	0.9884053584	0.03740201345
158	0.9884356316	0.0373220674
159	0.9886778173	0.03694288653
160	0.9886626807	0.03682914981
161	0.9890562325	0.03605426331
162	0.9891016423	0.03574238622
163	0.9895708772	0.03534196037
164	0.9895708772	0.03534178359
165	0.9895708772	0.03534131309
166	0.9895708772	0.03534009615
167	0.9895708772	0.03534003274
168	0.9895708772	0.03533995539
169	0.9895708772	0.03533971533
170	0.9895708772	0.03533298086
171	0.98969197	0.03485315591
172	0.9895860138	0.03469618583
173	0.9895557406	0.03453419729
174	0.9897525165	0.03426348749
175	0.9902520245	0.03325441531
176	0.9903428442	0.03310406322
177	0.990463937	0.03261330635
178	0.9907061228	0.03203320634
179	0.990736396	0.03177682255
180	0.9907061228	0.03171798102
181	0.9906909862	0.03156576233
182	0.9907818058	0.03143977633
183	0.9908272156	0.03089827395
184	0.9909483085	0.0308315165
185	0.9910239915	0.03063121379
186	0.9913267237	0.0299906709
187	0.9914478165	0.02979578541
188	0.9917808219	0.02912965274
189	0.992007871	0.02861671894
190	0.9920835541	0.02830859165
191	0.9923106032	0.02809254185
192	0.9923711496	0.02790847898
193	0.9923862862	0.02785472814
194	0.9924468327	0.0277526794
195	0.9925679255	0.02733944372
196	0.9926436086	0.02717885316
197	0.9930371604	0.02682648496
198	0.9929614773	0.02640328488
199	0.99312798	0.02608593934
200	0.9931431166	0.02608518012
201	0.9931431166	0.02608517761
202	0.9931431166	0.02608509681
203	0.9930977068	0.0260849777
204	0.9930977068	0.02608476897
205	0.9930977068	0.02608468289
206	0.9930977068	0.02608465369
207	0.9930977068	0.02608465369
208	0.9930977068	0.02608454228
209	0.9930977068	0.02608443758
210	0.9930977068	0.02608396897
211	0.9932339363	0.02570799216
212	0.9932036631	0.02549090552
213	0.9932339363	0.02537826804
214	0.9932642095	0.02521661821
215	0.9932793461	0.02509321642
216	0.9933247559	0.02498069468
217	0.9933398925	0.02472179305
218	0.9933398925	0.02472171315
219	0.9934912586	0.02441513499
220	0.9935063952	0.02441493305
221	0.9936577613	0.0241855313
222	0.9934609854	0.02405415165
223	0.9936123515	0.02377741882
224	0.9938545372	0.02331831477
225	0.9938545372	0.02331813843
226	0.9937939908	0.02313532239
227	0.9937939908	0.02313525903
228	0.9937939908	0.02313521103
229	0.9937939908	0.02313504347
230	0.9937939908	0.02313435711
231	0.9937939908	0.02313424572
232	0.9937939908	0.02313419042
233	0.9937939908	0.02313408037
234	0.9937939908	0.02313368398
235	0.9937939908	0.0231335768
236	0.9937939908	0.02313322399
237	0.9937939908	0.0231331375
238	0.9937939908	0.02313286214
239	0.9937939908	0.02313074758
240	0.9937939908	0.02313074595
241	0.9937939908	0.0231307201
242	0.9937939908	0.02313069514
243	0.9937939908	0.02313066576
244	0.9937939908	0.02313062769
245	0.9937939908	0.02313058341
246	0.9937939908	0.0231305393
247	0.9937939908	0.02313024277
248	0.9937939908	0.02313019694
249	0.9937788542	0.02312906758
250	0.9937788542	0.02311326115
251	0.9937788542	0.02311146601
252	0.9937788542	0.02310991928
253	0.9940815863	0.02280049418
254	0.9941118595	0.02274733074
255	0.9941269961	0.02269218944
256	0.9941572694	0.02268294228
257	0.9942934988	0.0223981146
258	0.994596231	0.02187023283
259	0.9946416408	0.02179293525
260	0.9946265042	0.02169499437
261	0.9946870506	0.02150842435
262	0.9950049194	0.02113035247
263	0.9951411489	0.02100467264
264	0.9951865587	0.02081489596
265	0.9951865587	0.02081488405
266	0.9951714221	0.0208148603
267	0.9951714221	0.02081484808
268	0.9951714221	0.02081483375
269	0.9951714221	0.02081483364
270	0.9951714221	0.02081470452
271	0.9951714221	0.02081467276
272	0.9951714221	0.02081464238
273	0.9952016953	0.02060095488
274	0.9953833346	0.02044347629
275	0.9953076516	0.02034704044
276	0.9954136078	0.02017917171
277	0.9954136078	0.02017888797
278	0.9953984712	0.02017833883
279	0.9953984712	0.0201751217
280	0.9953984712	0.02017444164
281	0.9956709301	0.01980373801
282	0.9956406569	0.01972545189
283	0.9956557935	0.01968720378
284	0.9956557935	0.01966928194
285	0.9956557935	0.01966900831
286	0.9956557935	0.01966853682
287	0.9956557935	0.01966793214
288	0.9956709301	0.01966701062
289	0.99571634	0.01960117221
290	0.9957314766	0.01952098203
291	0.9958374328	0.01920353912
292	0.9958828427	0.01896010925
293	0.9960493453	0.01860123882
294	0.9960493453	0.01860123397
295	0.9960493453	0.01860119546
296	0.9960493453	0.01860115913
297	0.9960493453	0.01860107426
298	0.9960493453	0.01860101803
299	0.9960493453	0.01860098129
300	0.9960493453	0.01860094612
301	0.9960493453	0.0186009106
302	0.9960493453	0.01860086453
303	0.9960493453	0.01860085687
304	0.9960493453	0.01860082793
305	0.9960493453	0.01860082793
306	0.9960493453	0.01860074569
307	0.9960493453	0.01860073177
308	0.9960493453	0.01860073177
309	0.9960493453	0.01860069229
310	0.9960493453	0.0186006396
311	0.9960493453	0.0186006336
312	0.9960644819	0.01853131811
313	0.9960796186	0.01846100104
314	0.9962309846	0.01800567607
315	0.9962309846	0.01800561216
316	0.9962309846	0.0180055862
317	0.9962309846	0.01800557332
318	0.9962309846	0.01800557231
319	0.9962309846	0.01800557129
320	0.9962309846	0.01800554821
321	0.9962309846	0.0180055465
322	0.9962309846	0.01800554312
323	0.9962309846	0.01800552582
324	0.9962309846	0.01800551811
325	0.9962309846	0.01800549144
326	0.9962309846	0.01800542607
327	0.9962309846	0.01800541547
328	0.9962309846	0.01800537515
329	0.9962309846	0.0180053367
330	0.9962309846	0.01800529886
331	0.9962309846	0.01800529002
332	0.9962309846	0.01800525536
333	0.9962309846	0.01800525536
334	0.9962309846	0.01800524622
335	0.9962309846	0.01800524199
336	0.9962309846	0.01800519205
337	0.9962309846	0.01800516146
338	0.9962309846	0.01800515408
339	0.9962309846	0.01800515033
340	0.9962309846	0.0180051466
341	0.9962309846	0.01800511717
342	0.9962309846	0.01800511717
343	0.9962309846	0.0180050889
344	0.9962309846	0.0180050613
345	0.9962309846	0.01800502199
346	0.9962309846	0.01800498627
347	0.9962309846	0.01800498627
348	0.9962763945	0.01794263516
349	0.9962763945	0.01794258729
350	0.9962763945	0.01794257546
351	0.9962612579	0.01794253172
352	0.9962612579	0.01794247121
353	0.9962612579	0.0179424331
354	0.9962612579	0.01794242364
355	0.9962612579	0.01794238768
356	0.9962612579	0.01794235224
357	0.9962612579	0.01794231937
358	0.9962612579	0.01794231145
359	0.9962612579	0.01794230752
360	0.9962612579	0.01794230752
361	0.9962612579	0.01794227546
362	0.9962612579	0.01794226798
363	0.9962612579	0.01794223859
364	0.9962612579	0.01794223859
365	0.9962612579	0.01794220933
366	0.9962612579	0.01794220251
367	0.9962612579	0.01794217569
368	0.9962612579	0.01794217569
369	0.9962612579	0.01794183867
370	0.9962612579	0.01794181387
371	0.9962612579	0.01794178101
372	0.9962612579	0.01780251601
373	0.9962461212	0.01767897749
374	0.9962763945	0.01759971153
375	0.9962763945	0.01759967919
376	0.9962915311	0.01755059708
377	0.9962915311	0.01755058495
378	0.9962915311	0.01755057783
379	0.9962915311	0.01755053724
380	0.9962915311	0.01755051706
381	0.9962915311	0.01755051157
382	0.9962915311	0.01755049315
383	0.9962915311	0.01755048255
384	0.9962915311	0.01755045463
385	0.9962915311	0.0175503861
386	0.9962915311	0.01755038214
387	0.9962915311	0.01755038214
388	0.9962915311	0.01755024335
389	0.9962915311	0.01755022504
390	0.9962915311	0.01755021059
391	0.9965942632	0.01734802115
392	0.9965942632	0.01723404533
393	0.9965791266	0.01715386571
394	0.9967304927	0.01695708893
395	0.9967304927	0.01695706773
396	0.9967002195	0.01675398439
397	0.9967153561	0.01662306283
398	0.9967002195	0.01661930837
399	0.9969575418	0.01632720716
400	0.9969575418	0.01632714894
401	0.996987815	0.01623606417
402	0.9971089079	0.01616546532
403	0.9970937713	0.0160797385
404	0.9969424052	0.01600846345
405	0.9969726784	0.01589932882
406	0.9969726784	0.01589917531
407	0.9970029516	0.01585048785
408	0.9971391811	0.01575601583
409	0.9972905472	0.01559945103
410	0.9972905472	0.01540951675
411	0.9973208204	0.01535547946
412	0.9974570499	0.01513584381
413	0.9974570499	0.01513578422
414	0.9974570499	0.01513524001
415	0.9974570499	0.01513518218
416	0.9974570499	0.01513492969
417	0.9974570499	0.01513481056
418	0.9974570499	0.01513475358
419	0.9974570499	0.01513430104
420	0.9974570499	0.01513418629
421	0.9974570499	0.01513396528
422	0.9974570499	0.01513391049
423	0.9975630061	0.01509174465
424	0.9976386892	0.0150026506
425	0.9975932793	0.01492494766
426	0.9975932793	0.01492473037
427	0.997608416	0.01492448981
428	0.9975630061	0.01478929056
429	0.9976386892	0.01466617263
430	0.997759782	0.01448225437
431	0.9978506017	0.01430839888
432	0.9978506017	0.01406287784
433	0.9979111481	0.01392452886
434	0.9980776508	0.01371672514
435	0.9981230606	0.01361364268
436	0.9981381972	0.01356202141
437	0.9981533338	0.0135329381
438	0.9981230606	0.0133307346
439	0.9981684704	0.01314676527
440	0.9981684704	0.01308875764
441	0.9983501097	0.01287029517
442	0.9983652463	0.01277064552
443	0.9983652463	0.01277046866
444	0.9983501097	0.01276682231
445	0.9983955196	0.0127215663
446	0.9983652463	0.01269732961
447	0.9983501097	0.01262160246
448	0.9983198365	0.0125823971
449	0.9983198365	0.01249816667
450	0.9983652463	0.01243091798
451	0.9984106562	0.01234042826
452	0.9984409294	0.01221079552
453	0.998456066	0.0121640282
454	0.998456066	0.0121640282
455	0.998456066	0.01214867707
456	0.9984712026	0.01212405579
457	0.9984712026	0.01212402775
458	0.9984863392	0.01205608741
459	0.9984863392	0.01205581925
460	0.9984863392	0.01200198883
461	0.9984863392	0.01200192069
462	0.9984863392	0.01200049877
463	0.9985468856	0.0118400791
464	0.9985468856	0.01178343496
465	0.9986679785	0.01162453731
466	0.9986528419	0.01154596322
467	0.9986074321	0.01149184723
468	0.9987739348	0.01133173073
469	0.9987587982	0.01120049564
470	0.9988950276	0.0111300847
471	0.9989404374	0.01099056992
472	0.9990161205	0.01066331378
473	0.9990918035	0.01055858494
474	0.9990463937	0.01049464956
475	0.9990463937	0.01039642214
476	0.99915235	0.01029566264
477	0.99915235	0.01029536848
478	0.99915235	0.01029505035
479	0.99915235	0.01029488969
480	0.9991826232	0.01023481609
481	0.9991826232	0.01023445863
482	0.9991826232	0.01023429601
483	0.9991674866	0.01023414295
484	0.9991674866	0.01023360024
485	0.9991674866	0.01023346796
486	0.9991674866	0.01023320551
487	0.9991674866	0.01023305938
488	0.9991674866	0.01023292983
489	0.9991674866	0.01023267278
490	0.9991674866	0.01023252235
491	0.9991674866	0.01014696384
492	0.9991674866	0.01014660603
493	0.999228033	0.009939612825
494	0.9992885794	0.009837755957
495	0.9992583062	0.009740395534
496	0.9992734428	0.009528497551
497	0.9993642625	0.009434248373
498	0.9993642625	0.009434146085
499	0.9993945357	0.009302801098
500	0.9994248089	0.009272054352
501	0.9994248089	0.009271873326
502	0.9994248089	0.00927181676
503	0.9994248089	0.009271788499
504	0.9994248089	0.00927171581
505	0.9994248089	0.009271565189
506	0.9994248089	0.009271441491
507	0.9994248089	0.00927133226
508	0.9994248089	0.009271257974
509	0.9994248089	0.009270947675
510	0.9994248089	0.009270245646
511	0.9994248089	0.009269970364
512	0.9994248089	0.009269888397
513	0.9994248089	0.009268024591
514	0.9994248089	0.009266541887
515	0.9994550821	0.009080878896
516	0.9994550821	0.009080430635
517	0.9994550821	0.009079992145
518	0.9994550821	0.009079913125
519	0.9994550821	0.00907986998
520	0.9994550821	0.009079679514
521	0.9994550821	0.009079596111
522	0.9994550821	0.00907914472
523	0.9994550821	0.00907899384
524	0.9994550821	0.009078892803
525	0.9994550821	0.009078732718
526	0.9994550821	0.009078525919
527	0.9994550821	0.009078525919
528	0.9994550821	0.009078525919
529	0.9994550821	0.009078525919
530	0.9994550821	0.009078503601
531	0.9994550821	0.009078483384
532	0.9994550821	0.009078301525
533	0.9994550821	0.009078149445
534	0.9994550821	0.00907806999
535	0.9994550821	0.00907792503
536	0.9994550821	0.009077888187
537	0.9994550821	0.009077575491
538	0.9994550821	0.009077482362
539	0.9994702187	0.00900026883
540	0.9994702187	0.009000228697
541	0.9994702187	0.009000050136
542	0.9994702187	0.008999866787
543	0.9994702187	0.008999866787
544	0.9994702187	0.008999866787
545	0.9994702187	0.008999866787
546	0.9994702187	0.008999866787
547	0.9994702187	0.008999818066
548	0.9994702187	0.008999472923
549	0.9994702187	0.008999122917
550	0.9994702187	0.008998959395
551	0.9994702187	0.008998790905
552	0.9994702187	0.008998770774
553	0.9994702187	0.008998729187
554	0.9994702187	0.00899839962
555	0.9994702187	0.008998361054
556	0.9994702187	0.008998284255
557	0.9994702187	0.008998204453
558	0.9994702187	0.008998125184
559	0.9994702187	0.008997811809
560	0.9994702187	0.008997738565
561	0.9994702187	0.008997662384
562	0.9994702187	0.008997511263
563	0.9994702187	0.008997394821
564	0.9994702187	0.008997320276
565	0.9994702187	0.008997246213
566	0.9994702187	0.00899709928
567	0.9994702187	0.00899464702
568	0.9994702187	0.008994506421
569	0.9994702187	0.008994436882
570	0.9994702187	0.008994305382
571	0.9994702187	0.008994237085
572	0.9994702187	0.008993657493
573	0.9994702187	0.008993593465
574	0.9994702187	0.008993454948
575	0.9994702187	0.008993429982
576	0.9994702187	0.008993363869
577	0.9994550821	0.008993092513
578	0.9994550821	0.00899296558
579	0.9994550821	0.008992838703
580	0.9994550821	0.00899277591
581	0.9995004919	0.008896679542
582	0.9995307652	0.008826443681
583	0.9995459018	0.00880899588
584	0.9995459018	0.008808874196
585	0.9995459018	0.008808633269
586	0.9995459018	0.008808574346
587	0.9995459018	0.008808457097
588	0.9995459018	0.008808340792
589	0.9995459018	0.008807885737
590	0.9995459018	0.008807812441
591	0.9995459018	0.008807297013
592	0.9995459018	0.008807104816
593	0.9995459018	0.008806886832
594	0.9995459018	0.008806792294
595	0.9995459018	0.008806699667
596	0.9995459018	0.00871968332
597	0.9995307652	0.008621724138
598	0.9995307652	0.008561485511
599	0.9995307652	0.008561292949
600	0.9995459018	0.008525771125
601	0.999576175	0.008425504489
602	0.999576175	0.0083803413
603	0.999576175	0.008243303837
604	0.999576175	0.008243286632
605	0.999576175	0.008242887523
606	0.999576175	0.008242821514
607	0.999576175	0.008242772179
608	0.999576175	0.008242487665
609	0.999576175	0.008242433635
610	0.999576175	0.008242425949
611	0.999576175	0.00824239563
612	0.999576175	0.008242200878
613	0.999576175	0.0082421384
614	0.999576175	0.008242107358
615	0.999576175	0.008242099664
616	0.999576175	0.008242041649
617	0.999576175	0.008241655868
618	0.999576175	0.008241600503
619	0.999576175	0.008241592617
620	0.999576175	0.008241592617
621	0.9995610384	0.008183888247
622	0.9995610384	0.008124089992
623	0.9995610384	0.008123977471
624	0.9995913116	0.008068541279
625	0.9995913116	0.008068425129
626	0.9995913116	0.008068169107
627	0.9995913116	0.00806810866
628	0.9995913116	0.008068074621
629	0.9995913116	0.008068011283
630	0.9995913116	0.008067952862
631	0.9995913116	0.008067952862
632	0.9995913116	0.008067898036
633	0.9995913116	0.008067675898
634	0.9995913116	0.008067675898
635	0.9995913116	0.008067645217
636	0.9995913116	0.008067161992
637	0.9995913116	0.008067107849
638	0.9995913116	0.008066871288
639	0.9995913116	0.008066871288
640	0.9995913116	0.008066754086
641	0.9995913116	0.008066535708
642	0.9995913116	0.008066478698
643	0.9995913116	0.008066365624
644	0.9995610384	0.008003356915
645	0.9995610384	0.00800289723
646	0.9996215848	0.007854534399
647	0.9996367214	0.007782156434
648	0.9996367214	0.007782124745
649	0.9996669946	0.007697670116
650	0.9996821312	0.007624323757
651	0.9996972678	0.007540677768
652	0.9996972678	0.007540546063
653	0.9996972678	0.00754042121
654	0.9996972678	0.007540412096
655	0.9996972678	0.007540381385
656	0.9996972678	0.007540363283
657	0.9996972678	0.007540290708
658	0.9996972678	0.007540277152
659	0.9996972678	0.007540262061
660	0.9996972678	0.007540246925
